rpm,V_mph,J,Pe,Ct,Cp,Pwr_Hp,Torque_inlb,Thrust_lbf,Pwr_W,Torque_Nm,Thrust_N,Thr_Pwr_gW,Mach,Reyn,FOM
20000.0,161.96,1.2216,0.8318,0.1127,0.1655,1.791,5.644,3.449,1335.475,0.638,15.343,1.172,0.6,148238.0,0.1824
20000.0,170.06,1.2827,0.8437,0.1017,0.1547,1.673,5.274,3.113,1247.896,0.596,13.849,1.132,0.6,149832.0,0.1674
20000.0,178.16,1.3438,0.8525,0.09,0.1419,1.535,4.838,2.755,1144.688,0.547,12.253,1.092,0.6,151480.0,0.1519
20000.0,186.25,1.4049,0.8571,0.0777,0.1274,1.379,4.344,2.379,1027.994,0.491,10.582,1.05,0.61,153180.0,0.1357
20000.0,194.35,1.466,0.8552,0.065,0.1115,1.206,3.802,1.991,899.595,0.43,8.855,1.004,0.61,154929.0,0.1187
20000.0,202.45,1.527,0.843,0.0521,0.0943,1.021,3.216,1.594,761.072,0.363,7.089,0.95,0.62,156725.0,0.1005
20000.0,210.55,1.5881,0.8128,0.0389,0.0761,0.823,2.595,1.192,613.972,0.293,5.302,0.881,0.62,158568.0,0.0806
20000.0,218.64,1.6492,0.7461,0.0258,0.057,0.617,1.944,0.789,459.945,0.22,3.511,0.778,0.63,160454.0,0.058
20000.0,226.74,1.7103,0.5847,0.0127,0.0373,0.403,1.271,0.39,300.864,0.144,1.735,0.588,0.63,162382.0,0.0308
20000.0,234.84,1.7714,-0.0027,0.0,0.0172,0.186,0.587,-0.001,138.909,0.066,-0.004,-0.003,0.64,164350.0,0.0
21000.0,0.0,0.0,0.0,0.1515,0.1258,1.576,4.731,5.112,1175.402,0.534,22.738,1.973,0.58,137295.0,0.3738
21000.0,8.5,0.0611,0.073,0.1513,0.1266,1.585,4.758,5.104,1182.17,0.538,22.703,1.958,0.58,137549.0,0.3709
21000.0,17.0,0.1222,0.1446,0.1512,0.1277,1.599,4.8,5.101,1192.652,0.542,22.689,1.94,0.58,137856.0,0.3673
21000.0,25.51,0.1832,0.2143,0.1512,0.1293,1.619,4.86,5.103,1207.466,0.549,22.697,1.917,0.58,138222.0,0.363
21000.0,34.01,0.2443,0.2816,0.1514,0.1314,1.646,4.939,5.11,1227.163,0.558,22.728,1.889,0.58,138652.0,0.3578
21000.0,42.51,0.3054,0.3457,0.1518,0.1341,1.679,5.04,5.121,1252.18,0.569,22.779,1.855,0.59,139149.0,0.3519
21000.0,51.01,0.3665,0.4062,0.1522,0.1373,1.72,5.163,5.137,1282.803,0.583,22.848,1.816,0.59,139718.0,0.3451
21000.0,59.51,0.4275,0.4625,0.1528,0.1412,1.769,5.309,5.155,1319.129,0.6,22.93,1.773,0.59,140360.0,0.3374
21000.0,68.02,0.4886,0.5142,0.1534,0.1457,1.825,5.478,5.175,1361.009,0.619,23.017,1.725,0.59,141077.0,0.3288
21000.0,76.52,0.5497,0.5612,0.1539,0.1507,1.888,5.667,5.193,1407.982,0.64,23.099,1.673,0.59,141871.0,0.3196
21000.0,85.02,0.6108,0.6033,0.1543,0.1562,1.957,5.873,5.207,1459.182,0.664,23.161,1.619,0.59,142743.0,0.3096
21000.0,93.52,0.6718,0.6406,0.1545,0.162,2.029,6.091,5.213,1513.223,0.688,23.187,1.562,0.6,143692.0,0.299
21000.0,102.02,0.7329,0.6734,0.1543,0.1679,2.103,6.311,5.205,1568.07,0.713,23.152,1.506,0.6,144718.0,0.2879
21000.0,110.53,0.794,0.702,0.1534,0.1735,2.174,6.524,5.178,1620.901,0.737,23.031,1.449,0.6,145822.0,0.2764
21000.0,119.03,0.8551,0.727,0.1518,0.1786,2.237,6.713,5.124,1667.965,0.758,22.79,1.393,0.6,147003.0,0.2644
21000.0,127.53,0.9161,0.7489,0.1492,0.1825,2.286,6.86,5.034,1704.423,0.775,22.389,1.339,0.61,148261.0,0.2519
21000.0,136.03,0.9772,0.7683,0.1452,0.1846,2.312,6.94,4.898,1724.334,0.784,21.787,1.288,0.61,149594.0,0.239
21000.0,144.53,1.0383,0.7861,0.1396,0.1843,2.309,6.929,4.709,1721.658,0.783,20.946,1.241,0.61,151001.0,0.2257
21000.0,153.04,1.0994,0.8026,0.1323,0.1812,2.27,6.813,4.464,1692.62,0.77,19.858,1.196,0.62,152481.0,0.2119
21000.0,161.54,1.1604,0.8181,0.1236,0.1753,2.195,6.588,4.169,1636.91,0.744,18.544,1.155,0.62,154030.0,0.1977
21000.0,170.04,1.2215,0.8322,0.1135,0.1667,2.088,6.265,3.831,1556.68,0.708,17.042,1.116,0.63,155643.0,0.1832
21000.0,178.54,1.2826,0.8442,0.1025,0.1558,1.951,5.856,3.46,1454.988,0.662,15.39,1.079,0.63,157317.0,0.1682
21000.0,187.04,1.3437,0.8534,0.0908,0.1429,1.79,5.372,3.063,1334.804,0.607,13.624,1.041,0.63,159048.0,0.1527
21000.0,195.55,1.4047,0.8584,0.0784,0.1283,1.607,4.824,2.646,1198.654,0.545,11.771,1.001,0.64,160833.0,0.1365
21000.0,204.05,1.4658,0.8572,0.0657,0.1123,1.406,4.221,2.215,1048.646,0.477,9.854,0.958,0.64,162670.0,0.1196
21000.0,212.55,1.5269,0.8458,0.0526,0.0949,1.189,3.569,1.774,886.633,0.403,7.893,0.908,0.65,164556.0,0.1014
21000.0,221.05,1.588,0.8168,0.0393,0.0765,0.958,2.875,1.328,714.43,0.325,5.906,0.843,0.65,166490.0,0.0814
21000.0,229.55,1.649,0.7519,0.0261,0.0572,0.716,2.149,0.88,533.976,0.243,3.912,0.747,0.66,168471.0,0.0587
21000.0,238.06,1.7101,0.5925,0.0129,0.0372,0.466,1.399,0.435,347.525,0.158,1.935,0.568,0.66,170495.0,0.0314
21000.0,246.56,1.7712,-0.0025,0.0,0.0169,0.212,0.635,-0.001,157.823,0.072,-0.004,-0.002,0.67,172561.0,0.0
22000.0,0.0,0.0,0.0,0.1516,0.1262,1.818,5.209,5.613,1355.713,0.588,24.967,1.878,0.61,143831.0,0.3729
22000.0,8.9,0.0611,0.0728,0.1513,0.127,1.828,5.238,5.605,1363.323,0.592,24.93,1.865,0.61,144097.0,0.37
22000.0,17.81,0.1221,0.1442,0.1513,0.1281,1.844,5.283,5.601,1375.199,0.597,24.915,1.847,0.61,144419.0,0.3665
22000.0,26.71,0.1832,0.2138,0.1513,0.1296,1.867,5.348,5.604,1392.056,0.604,24.925,1.826,0.61,144802.0,0.3623
22000.0,35.62,0.2442,0.281,0.1515,0.1317,1.897,5.435,5.611,1414.532,0.614,24.959,1.799,0.61,145252.0,0.3573
22000.0,44.52,0.3053,0.345,0.1519,0.1344,1.935,5.544,5.624,1443.138,0.626,25.017,1.768,0.61,145772.0,0.3514
22000.0,53.43,0.3664,0.4055,0.1523,0.1376,1.982,5.679,5.642,1478.219,0.642,25.096,1.731,0.62,146368.0,0.3447
22000.0,62.33,0.4274,0.4618,0.1529,0.1415,2.038,5.839,5.663,1519.905,0.66,25.189,1.69,0.62,147040.0,0.3371
22000.0,71.24,0.4885,0.5136,0.1535,0.146,2.103,6.024,5.686,1568.054,0.681,25.289,1.645,0.62,147791.0,0.3287
22000.0,80.14,0.5496,0.5606,0.1541,0.1511,2.175,6.232,5.707,1622.174,0.704,25.385,1.596,0.62,148623.0,0.3195
22000.0,89.05,0.6106,0.6028,0.1546,0.1566,2.255,6.459,5.724,1681.309,0.73,25.461,1.544,0.62,149535.0,0.3097
22000.0,97.95,0.6717,0.6402,0.1548,0.1624,2.339,6.7,5.732,1743.908,0.757,25.498,1.491,0.62,150528.0,0.2992
22000.0,106.86,0.7327,0.6731,0.1546,0.1683,2.424,6.945,5.726,1807.663,0.785,25.471,1.437,0.63,151603.0,0.2882
22000.0,115.76,0.7938,0.7018,0.1539,0.1741,2.507,7.182,5.699,1869.348,0.811,25.351,1.383,0.63,152759.0,0.2767
22000.0,124.67,0.8549,0.7268,0.1524,0.1792,2.581,7.394,5.643,1924.641,0.835,25.1,1.33,0.63,153995.0,0.2648
22000.0,133.57,0.9159,0.7488,0.1498,0.1833,2.639,7.561,5.548,1967.954,0.854,24.677,1.279,0.64,155311.0,0.2525
22000.0,142.48,0.977,0.7682,0.1459,0.1855,2.672,7.655,5.403,1992.4,0.865,24.031,1.23,0.64,156707.0,0.2396
22000.0,151.38,1.0381,0.786,0.1404,0.1854,2.67,7.649,5.199,1990.884,0.864,23.123,1.184,0.64,158181.0,0.2264
22000.0,160.29,1.0991,0.8026,0.1332,0.1824,2.627,7.526,4.933,1958.816,0.85,21.94,1.142,0.65,159731.0,0.2126
22000.0,169.19,1.1602,0.8181,0.1245,0.1765,2.542,7.283,4.61,1895.611,0.823,20.504,1.103,0.65,161353.0,0.1985
22000.0,178.1,1.2212,0.8324,0.1145,0.168,2.419,6.929,4.239,1803.637,0.783,18.856,1.066,0.66,163043.0,0.184
22000.0,187.0,1.2823,0.8447,0.1034,0.157,2.262,6.479,3.831,1686.422,0.732,17.039,1.03,0.66,164797.0,0.169
22000.0,195.91,1.3434,0.8542,0.0916,0.1441,2.075,5.945,3.393,1547.437,0.672,15.093,0.995,0.66,166610.0,0.1536
22000.0,204.81,1.4044,0.8597,0.0792,0.1294,1.864,5.339,2.933,1389.654,0.603,13.048,0.957,0.67,168480.0,0.1375
22000.0,213.72,1.4655,0.859,0.0663,0.1132,1.63,4.67,2.457,1215.541,0.528,10.929,0.917,0.67,170404.0,0.1205
22000.0,222.62,1.5266,0.8486,0.0532,0.0957,1.378,3.947,1.969,1027.265,0.446,8.759,0.869,0.68,172380.0,0.1023
22000.0,231.53,1.5876,0.8208,0.0398,0.077,1.109,3.177,1.474,826.944,0.359,6.558,0.809,0.68,174406.0,0.0823
22000.0,240.43,1.6487,0.7576,0.0264,0.0574,0.827,2.37,0.978,616.927,0.268,4.348,0.719,0.69,176480.0,0.0596
22000.0,249.34,1.7097,0.5998,0.0131,0.0373,0.537,1.537,0.484,400.072,0.174,2.153,0.549,0.7,178601.0,0.032
22000.0,258.24,1.7708,-0.0018,0.0,0.0168,0.241,0.691,-0.001,179.968,0.078,-0.003,-0.002,0.7,180764.0,0.0
23000.0,0.0,0.0,0.0,0.1516,0.1268,2.086,5.717,6.138,1555.627,0.646,27.3,1.79,0.64,150367.0,0.3716
23000.0,9.31,0.061,0.0725,0.1514,0.1275,2.097,5.748,6.129,1564.1,0.649,27.26,1.777,0.64,150645.0,0.3688
23000.0,18.61,0.1221,0.1437,0.1513,0.1286,2.115,5.797,6.125,1577.441,0.655,27.245,1.761,0.64,150981.0,0.3654
23000.0,27.92,0.1831,0.2131,0.1514,0.1301,2.141,5.867,6.128,1596.468,0.663,27.256,1.741,0.64,151381.0,0.3612
23000.0,37.22,0.2441,0.28,0.1516,0.1322,2.175,5.96,6.137,1621.914,0.673,27.296,1.716,0.64,151851.0,0.3563
23000.0,46.53,0.3052,0.344,0.152,0.1348,2.219,6.08,6.151,1654.371,0.687,27.361,1.686,0.64,152395.0,0.3506
23000.0,55.84,0.3662,0.4044,0.1525,0.1381,2.272,6.226,6.171,1694.244,0.703,27.45,1.652,0.64,153016.0,0.344
23000.0,65.14,0.4273,0.4607,0.1531,0.1419,2.336,6.401,6.195,1741.705,0.723,27.555,1.613,0.64,153719.0,0.3366
23000.0,74.45,0.4883,0.5126,0.1537,0.1464,2.409,6.602,6.221,1796.622,0.746,27.67,1.57,0.65,154503.0,0.3283
23000.0,83.75,0.5493,0.5597,0.1543,0.1515,2.492,6.83,6.246,1858.473,0.772,27.781,1.524,0.65,155371.0,0.3193
23000.0,93.06,0.6104,0.602,0.1548,0.157,2.583,7.079,6.266,1926.22,0.8,27.872,1.476,0.65,156324.0,0.3096
23000.0,102.36,0.6714,0.6395,0.1551,0.1628,2.68,7.343,6.278,1998.149,0.83,27.924,1.425,0.65,157361.0,0.2993
23000.0,111.67,0.7324,0.6725,0.155,0.1688,2.778,7.613,6.274,2071.685,0.86,27.908,1.374,0.66,158484.0,0.2884
23000.0,120.98,0.7935,0.7013,0.1544,0.1747,2.874,7.876,6.248,2143.189,0.89,27.793,1.322,0.66,159691.0,0.2771
23000.0,130.28,0.8545,0.7264,0.1529,0.1799,2.961,8.113,6.191,2207.752,0.917,27.537,1.272,0.66,160982.0,0.2653
23000.0,139.59,0.9156,0.7484,0.1505,0.1841,3.029,8.301,6.091,2258.968,0.938,27.093,1.223,0.67,162357.0,0.253
23000.0,148.89,0.9766,0.7679,0.1467,0.1865,3.069,8.411,5.937,2288.884,0.95,26.407,1.176,0.67,163815.0,0.2403
23000.0,158.2,1.0376,0.7857,0.1413,0.1866,3.07,8.413,5.718,2289.195,0.95,25.433,1.133,0.67,165355.0,0.2271
23000.0,167.51,1.0987,0.8023,0.1342,0.1837,3.023,8.284,5.43,2254.332,0.936,24.155,1.093,0.68,166974.0,0.2134
23000.0,176.81,1.1597,0.818,0.1255,0.1779,2.928,8.024,5.08,2183.332,0.906,22.595,1.055,0.68,168669.0,0.1994
23000.0,186.12,1.2207,0.8323,0.1155,0.1694,2.788,7.639,4.675,2078.75,0.863,20.796,1.02,0.69,170435.0,0.1849
23000.0,195.42,1.2818,0.8449,0.1045,0.1585,2.608,7.146,4.228,1944.609,0.807,18.807,0.986,0.69,172268.0,0.17
23000.0,204.73,1.3428,0.8548,0.0926,0.1455,2.394,6.559,3.748,1784.947,0.741,16.671,0.952,0.69,174163.0,0.1546
23000.0,214.03,1.4039,0.8607,0.0801,0.1307,2.15,5.892,3.242,1603.247,0.666,14.422,0.917,0.7,176117.0,0.1385
23000.0,223.34,1.4649,0.8607,0.0672,0.1143,1.881,5.154,2.718,1402.389,0.582,12.09,0.879,0.7,178128.0,0.1215
23000.0,232.65,1.5259,0.8512,0.0539,0.0966,1.589,4.354,2.18,1184.905,0.492,9.698,0.835,0.71,180193.0,0.1033
23000.0,241.95,1.587,0.8247,0.0404,0.0777,1.278,3.504,1.634,953.372,0.396,7.269,0.777,0.72,182310.0,0.0833
23000.0,251.26,1.648,0.7626,0.0268,0.0579,0.953,2.612,1.085,710.779,0.295,4.826,0.692,0.72,184478.0,0.0604
23000.0,260.56,1.709,0.605,0.0133,0.0376,0.618,1.694,0.538,460.868,0.191,2.394,0.53,0.73,186693.0,0.0326
23000.0,269.87,1.7701,-0.001,0.0,0.017,0.28,0.766,0.0,208.444,0.087,-0.002,-0.001,0.73,188954.0,0.0
24000.0,0.0,0.0,0.0,0.1517,0.1275,2.384,6.261,6.686,1777.744,0.707,29.738,1.706,0.67,156902.0,0.3697
24000.0,9.7,0.061,0.0721,0.1515,0.1282,2.397,6.294,6.676,1787.11,0.711,29.695,1.694,0.67,157192.0,0.367
24000.0,19.41,0.122,0.1429,0.1514,0.1292,2.417,6.346,6.672,1801.993,0.717,29.678,1.679,0.67,157542.0,0.3636
24000.0,29.11,0.183,0.2119,0.1515,0.1308,2.445,6.421,6.675,1823.327,0.725,29.692,1.661,0.67,157959.0,0.3596
24000.0,38.81,0.244,0.2786,0.1517,0.1328,2.483,6.522,6.685,1851.945,0.737,29.736,1.637,0.67,158449.0,0.3549
24000.0,48.52,0.305,0.3424,0.1521,0.1355,2.533,6.651,6.702,1888.524,0.751,29.809,1.61,0.67,159016.0,0.3493
24000.0,58.22,0.366,0.4026,0.1526,0.1387,2.593,6.809,6.724,1933.538,0.769,29.908,1.577,0.67,159663.0,0.3428
24000.0,67.93,0.427,0.4588,0.1532,0.1425,2.665,6.998,6.751,1987.201,0.791,30.027,1.541,0.67,160395.0,0.3356
24000.0,77.63,0.488,0.5107,0.1538,0.147,2.748,7.217,6.78,2049.394,0.815,30.157,1.501,0.67,161212.0,0.3275
24000.0,87.33,0.5489,0.5578,0.1545,0.152,2.842,7.465,6.809,2119.57,0.843,30.285,1.457,0.68,162117.0,0.3187
24000.0,97.04,0.6099,0.6002,0.155,0.1576,2.946,7.736,6.833,2196.607,0.874,30.395,1.411,0.68,163109.0,0.3092
24000.0,106.74,0.6709,0.6379,0.1554,0.1634,3.056,8.025,6.849,2278.62,0.907,30.464,1.363,0.68,164190.0,0.2991
24000.0,116.44,0.7319,0.6711,0.1554,0.1695,3.168,8.321,6.849,2362.75,0.94,30.463,1.315,0.68,165359.0,0.2884
24000.0,126.15,0.7929,0.7002,0.1549,0.1754,3.279,8.61,6.825,2444.926,0.973,30.357,1.266,0.69,166617.0,0.2773
24000.0,135.85,0.8539,0.7255,0.1535,0.1807,3.379,8.874,6.767,2519.629,1.003,30.1,1.218,0.69,167962.0,0.2656
24000.0,145.55,0.9149,0.7477,0.1512,0.185,3.459,9.085,6.664,2579.63,1.026,29.641,1.172,0.69,169394.0,0.2535
24000.0,155.26,0.9759,0.7673,0.1475,0.1876,3.508,9.213,6.502,2615.904,1.041,28.92,1.127,0.7,170914.0,0.241
24000.0,164.96,1.0369,0.7852,0.1422,0.1878,3.512,9.223,6.269,2618.828,1.042,27.884,1.086,0.7,172518.0,0.2279
24000.0,174.66,1.0979,0.8019,0.1352,0.1852,3.462,9.092,5.96,2581.632,1.027,26.512,1.047,0.71,174206.0,0.2143
24000.0,184.37,1.1589,0.8176,0.1266,0.1795,3.356,8.814,5.582,2502.754,0.996,24.827,1.012,0.71,175972.0,0.2003
24000.0,194.07,1.2199,0.8321,0.1167,0.1711,3.198,8.399,5.142,2384.845,0.949,22.874,0.978,0.71,177814.0,0.1859
24000.0,203.78,1.2809,0.8449,0.1056,0.1601,2.994,7.862,4.655,2232.452,0.888,20.706,0.946,0.72,179724.0,0.1711
24000.0,213.48,1.3419,0.8552,0.0937,0.1471,2.749,7.22,4.13,2050.248,0.816,18.372,0.914,0.72,181701.0,0.1557
24000.0,223.18,1.4029,0.8616,0.0812,0.1321,2.471,6.488,3.577,1842.289,0.733,15.91,0.881,0.73,183738.0,0.1396
24000.0,232.89,1.4639,0.8623,0.0681,0.1156,2.162,5.677,3.002,1611.964,0.641,13.352,0.845,0.74,185835.0,0.1227
24000.0,242.59,1.5249,0.8536,0.0547,0.0977,1.827,4.798,2.411,1362.362,0.542,10.724,0.803,0.74,187988.0,0.1045
24000.0,252.29,1.5858,0.8278,0.0411,0.0787,1.471,3.862,1.81,1096.738,0.436,8.05,0.748,0.75,190195.0,0.0844
24000.0,262.0,1.6468,0.7658,0.0273,0.0587,1.098,2.884,1.204,819.0,0.326,5.355,0.667,0.75,192455.0,0.0613
24000.0,271.7,1.7078,0.6054,0.0136,0.0383,0.716,1.881,0.599,534.186,0.213,2.663,0.508,0.76,194764.0,0.033
24000.0,281.4,1.7688,-0.0003,0.0,0.0178,0.334,0.876,0.0,248.716,0.099,-0.001,0.0,0.76,197120.0,0.0
25000.0,0.0,0.0,0.0,0.1517,0.1285,2.716,6.848,7.257,2025.567,0.774,32.279,1.625,0.69,163437.0,0.3669
25000.0,10.1,0.0609,0.0715,0.1515,0.1292,2.73,6.883,7.246,2035.861,0.778,32.232,1.614,0.69,163739.0,0.3643
25000.0,20.19,0.1219,0.1417,0.1514,0.1302,2.752,6.939,7.242,2052.377,0.784,32.214,1.601,0.69,164103.0,0.3611
25000.0,30.29,0.1828,0.2102,0.1515,0.1317,2.784,7.019,7.246,2076.17,0.793,32.229,1.583,0.7,164536.0,0.3572
25000.0,40.39,0.2437,0.2764,0.1517,0.1338,2.827,7.128,7.257,2108.181,0.805,32.278,1.561,0.7,165045.0,0.3525
25000.0,50.48,0.3046,0.3398,0.1521,0.1364,2.882,7.266,7.275,2149.181,0.821,32.359,1.535,0.7,165635.0,0.3471
25000.0,60.58,0.3656,0.3998,0.1526,0.1396,2.95,7.437,7.3,2199.715,0.84,32.469,1.505,0.7,166308.0,0.3409
25000.0,70.68,0.4265,0.4558,0.1533,0.1434,3.031,7.641,7.33,2260.039,0.863,32.602,1.471,0.7,167068.0,0.3338
25000.0,80.78,0.4874,0.5075,0.154,0.1479,3.125,7.878,7.362,2330.056,0.89,32.748,1.433,0.7,167918.0,0.326
25000.0,90.87,0.5484,0.5547,0.1546,0.1529,3.231,8.145,7.395,2409.193,0.92,32.895,1.392,0.7,168858.0,0.3174
25000.0,100.97,0.6093,0.5972,0.1553,0.1584,3.348,8.44,7.425,2496.239,0.953,33.024,1.349,0.71,169889.0,0.3081
25000.0,111.07,0.6702,0.635,0.1557,0.1643,3.472,8.754,7.445,2589.135,0.989,33.114,1.304,0.71,171012.0,0.2983
25000.0,121.16,0.7311,0.6684,0.1558,0.1704,3.6,9.077,7.449,2684.717,1.025,33.132,1.258,0.71,172227.0,0.2879
25000.0,131.26,0.7921,0.6978,0.1553,0.1763,3.726,9.394,7.428,2778.448,1.061,33.04,1.213,0.72,173534.0,0.277
25000.0,141.36,0.853,0.7234,0.1541,0.1818,3.841,9.683,7.372,2864.151,1.094,32.789,1.167,0.72,174932.0,0.2657
25000.0,151.45,0.9139,0.746,0.152,0.1862,3.934,9.919,7.267,2933.724,1.121,32.323,1.123,0.72,176421.0,0.2539
25000.0,161.55,0.9749,0.766,0.1484,0.1889,3.992,10.065,7.098,2977.014,1.137,31.574,1.082,0.73,178000.0,0.2415
25000.0,171.65,1.0358,0.7841,0.1433,0.1893,4.0,10.085,6.853,2983.042,1.139,30.483,1.042,0.73,179668.0,0.2287
25000.0,181.75,1.0967,0.801,0.1364,0.1868,3.948,9.953,6.525,2943.757,1.124,29.022,1.005,0.74,181422.0,0.2153
25000.0,191.84,1.1576,0.8169,0.1279,0.1813,3.831,9.659,6.118,2856.934,1.091,27.213,0.971,0.74,183260.0,0.2014
25000.0,201.94,1.2186,0.8316,0.118,0.1729,3.654,9.213,5.644,2725.15,1.041,25.104,0.939,0.74,185174.0,0.1871
25000.0,212.04,1.2795,0.8447,0.107,0.162,3.424,8.632,5.115,2553.316,0.975,22.753,0.909,0.75,187162.0,0.1723
25000.0,222.13,1.3404,0.8553,0.095,0.1489,3.147,7.934,4.544,2346.747,0.896,20.213,0.878,0.75,189218.0,0.1569
25000.0,232.23,1.4013,0.8623,0.0824,0.1339,2.83,7.134,3.941,2110.207,0.806,17.528,0.847,0.76,191338.0,0.1409
25000.0,242.33,1.4623,0.8636,0.0693,0.1173,2.478,6.247,3.312,1847.826,0.706,14.731,0.813,0.77,193519.0,0.124
25000.0,252.42,1.5232,0.8554,0.0557,0.0992,2.097,5.286,2.665,1563.474,0.597,11.852,0.773,0.77,195758.0,0.1058
25000.0,262.52,1.5841,0.8295,0.0419,0.08,1.692,4.265,2.004,1261.36,0.482,8.916,0.721,0.78,198054.0,0.0855
25000.0,272.62,1.6451,0.7653,0.0279,0.0601,1.27,3.201,1.337,946.742,0.362,5.945,0.64,0.78,200404.0,0.0621
25000.0,282.72,1.706,0.5982,0.0139,0.0398,0.84,2.118,0.667,626.434,0.239,2.965,0.483,0.79,202806.0,0.033
25000.0,292.81,1.7669,0.0001,0.0,0.0196,0.414,1.044,0.0,308.927,0.118,0.0,0.0,0.8,205256.0,0.0
26000.0,0.0,0.0,0.0,0.1518,0.13,3.089,7.489,7.851,2303.731,0.846,34.921,1.546,0.72,169972.0,0.3631
26000.0,10.49,0.0609,0.0706,0.1516,0.1306,3.104,7.526,7.839,2315.007,0.85,34.87,1.536,0.72,170285.0,0.3605
26000.0,20.98,0.1217,0.1401,0.1515,0.1316,3.129,7.585,7.835,2333.278,0.857,34.85,1.523,0.72,170663.0,0.3574
26000.0,31.47,0.1826,0.2079,0.1515,0.1331,3.164,7.671,7.839,2359.736,0.867,34.866,1.507,0.72,171113.0,0.3536
26000.0,41.96,0.2435,0.2734,0.1518,0.1351,3.212,7.787,7.851,2395.434,0.88,34.919,1.486,0.72,171642.0,0.3491
26000.0,52.45,0.3043,0.3362,0.1522,0.1377,3.274,7.936,7.871,2441.245,0.897,35.008,1.462,0.73,172253.0,0.3439
26000.0,62.94,0.3652,0.3957,0.1527,0.1409,3.35,8.12,7.898,2497.782,0.917,35.129,1.434,0.73,172952.0,0.3378
26000.0,73.43,0.4261,0.4514,0.1533,0.1447,3.44,8.34,7.931,2565.357,0.942,35.276,1.402,0.73,173741.0,0.331
26000.0,83.92,0.4869,0.5029,0.154,0.1492,3.546,8.595,7.967,2643.891,0.971,35.439,1.367,0.73,174623.0,0.3234
26000.0,94.41,0.5478,0.5499,0.1548,0.1542,3.665,8.884,8.005,2732.783,1.004,35.606,1.329,0.73,175598.0,0.3151
26000.0,104.9,0.6087,0.5924,0.1554,0.1597,3.796,9.202,8.039,2830.738,1.04,35.758,1.288,0.74,176668.0,0.3061
26000.0,115.39,0.6695,0.6303,0.1559,0.1656,3.937,9.543,8.064,2935.502,1.078,35.87,1.246,0.74,177834.0,0.2966
26000.0,125.88,0.7304,0.664,0.1561,0.1717,4.081,9.894,8.073,3043.572,1.118,35.91,1.203,0.74,179094.0,0.2866
26000.0,136.37,0.7912,0.6936,0.1558,0.1777,4.224,10.24,8.057,3149.879,1.157,35.837,1.16,0.74,180450.0,0.276
26000.0,146.86,0.8521,0.7197,0.1547,0.1832,4.355,10.557,8.003,3247.503,1.193,35.598,1.118,0.75,181900.0,0.2651
26000.0,157.35,0.913,0.7427,0.1527,0.1877,4.462,10.817,7.898,3327.362,1.222,35.13,1.077,0.75,183445.0,0.2536
26000.0,167.84,0.9738,0.7632,0.1493,0.1906,4.53,10.982,7.725,3378.068,1.241,34.361,1.037,0.76,185084.0,0.2416
26000.0,178.33,1.0347,0.7819,0.1444,0.1911,4.542,11.011,7.469,3387.166,1.244,33.22,1.0,0.76,186815.0,0.2291
26000.0,188.82,1.0956,0.7993,0.1377,0.1887,4.486,10.875,7.121,3345.246,1.229,31.676,0.966,0.76,188636.0,0.216
26000.0,199.31,1.1564,0.8156,0.1293,0.1833,4.357,10.563,6.687,3249.347,1.193,29.745,0.933,0.77,190544.0,0.2023
26000.0,209.8,1.2173,0.8308,0.1194,0.175,4.16,10.085,6.178,3102.12,1.139,27.479,0.903,0.77,192533.0,0.1882
26000.0,220.29,1.2782,0.8442,0.1084,0.1641,3.901,9.457,5.607,2908.954,1.068,24.938,0.874,0.78,194597.0,0.1735
26000.0,230.78,1.339,0.8553,0.0964,0.1509,3.588,8.699,4.987,2675.769,0.983,22.183,0.845,0.78,196732.0,0.1583
26000.0,241.27,1.3999,0.8627,0.0837,0.1358,3.229,7.828,4.33,2408.079,0.884,19.261,0.816,0.79,198934.0,0.1423
26000.0,251.76,1.4608,0.8643,0.0705,0.1191,2.831,6.862,3.645,2110.954,0.775,16.211,0.783,0.8,201200.0,0.1253
26000.0,262.25,1.5216,0.8558,0.0568,0.1009,2.4,5.817,2.937,1789.394,0.657,13.062,0.744,0.8,203526.0,0.1069
26000.0,272.74,1.5825,0.8281,0.0428,0.0817,1.943,4.711,2.213,1449.112,0.532,9.842,0.693,0.81,205910.0,0.0864
26000.0,283.23,1.6434,0.7586,0.0286,0.0619,1.472,3.568,1.478,1097.405,0.403,6.575,0.611,0.81,208351.0,0.0623
26000.0,293.72,1.7042,0.5801,0.0143,0.0419,0.997,2.417,0.738,743.528,0.273,3.285,0.45,0.82,210845.0,0.0325
26000.0,304.21,1.7651,0.0003,0.0,0.0225,0.534,1.295,0.0,398.439,0.146,0.001,0.0,0.83,213390.0,0.0
